Module Code,MC,Module Name,Year,Semester
BL3131,6,Y3 Bio,3,0
CM3131,6,Y3 Chem,3,0
PC3131,6,Y3 Physics,3,0
EL3131,6,Y3 English,3,0
EN3131,6,Y3 Lit,3,0
CH3531,8,Y3 Higher Chinese,3,0
CL3531,6,Y3 Normal Chinese,3,0
MH3531,8,Y3 Higher Malay,3,0
ML3531,6,Y3 Normal Malay,3,0
TH3531,8,Y3 Higher Tamil,3,0
TL3531,6,Y3 Normal Tamil,3,0
