Module Code,MC,Module Name,Year,Semester
MA3132,4,Y3S2 Math,3,2
CS3233,3,OOP II,3,2
CS3234,2,IOT II,3,2
BL3232,2,Y3S2 BO,3,2
CM3232,2,Y3S2 Chem O,3,2
PC3232,2,Y3S2 PO,3,2
CL3232,3,Y3S2 3rd Lang Chinese,3,2
FR3232,3,Y3S2 3rd Lang French,3,2
JP3232,3,Y3S2 3rd Lang Japanese,3,2
ML3232,3,Y3S2 3rd Lang Malay,3,2
GE3132,3,Y3S2 Geography,3,2
HY3132,3,Y3S2 History,3,2
MU3132,3,Y3S2 Music,3,2
AR3132,3,Y3S2 Art,3,2
