Module Code,MC,Module Name,Year,Semester
MA6131,5,Y6S1 Math,6,1
CS6131,4,Database Design,6,1
CM6131,4,Y6S1 Chem,6,1
CM6231,2,Y6S1 Medicinal Chemistry,6,1
CM6232,2,Y6S1 Forensic Science,6,1
PC6131,4,Y6S1 Physics,6,1
EL6131,2,Y6 English - Critical Reading and Writing III,6,1
EN6131,4,Y6S1 Lit,6,1
EC6131,4,Y6S1 Econs,6,1
GE6131,4,Y6S1 Geography,6,1
HU6131,2,Y6S1 Humanities Capstone Project,6,1
HY6131,4,Y6S1 History,6,1
MU6131,4,Y6S1 Music,6,1
AR6131,4,Y6S1 Art,6,1
