Module Code,MC,Module Name,Year,Semester
BL4131,8,Y4 Bio,4,0
EL4131,6,Y4 English - Critical Reading and Writing I,4,0
CH4531,8,Y4 Higher Chinese,4,0
CL4531,8,Y4 Normal Chinese,4,0
MH4531,8,Y4 Higher Malay,4,0
ML4531,8,Y4 Normal Malay,4,0
TH4531,8,Y4 Higher Tamil,4,0
TL4531,8,Y4 Normal Tamil,4,0
