Module Code,MC,Module Name,Year,Semester
BL2131,6,Y2 Bio,2,0
CM2131,6,Y2 Chem,2,0
PC2131,6,Y2 Physics,2,0
EL2131,6,Y2 English,2,0
EN2131,4,Y2 Lit,2,0
CH2531,6,Y2 Higher Chinese,2,0
CL2531,6,Y2 Normal Chinese,2,0
MH2531,6,Y2 Higher Malay,2,0
ML2531,6,Y2 Normal Malay,2,0
TH2531,6,Y2 Higher Tamil,2,0
TL2531,6,Y2 Normal Tamil,2,0
HU2131,2,Y2 Integrated Humanities,2,0
