Module Code,MC,Module Name,Year,Semester
MA2132,4,Y2S2 Math,2,2
MA2232,2,Y2S2 MO,2,2
MA2232V,2,Y2S2 MO V,2,2
CS2233,2,PSC,2,2
BL2232,2,Y2S2 BO,2,2
CM2231,2,Y2S2 Chem O,2,2
PC2231,2,Y2S2 PO,2,2
CL2232,3,Y2S2 3rd Lang Chinese,2,2
FR2232,3,Y2S2 3rd Lang French,2,2
JP2232,3,Y2S2 3rd Lang Japanese,2,2
ML2232,3,Y2S2 3rd Lang Malay,2,2
GE2132,2,Y2S2 Geography,2,2
HY2132,2,Y2S2 History,2,2
MU2132,2,Y2S2 Music,2,2
AR2132,2,Y2S2 Art,2,2
