Module Code,MC,Module Name,Year,Semester
BL5131,8,Y5 Bio,5,0
EL5131,4,Y5 English - Critical Reading and Writing II,5,0
EL5132,2,Y5 English - Language for Public Communication,5,0
CL5531,8,Y5 Normal Chinese,5,0
ML5531,8,Y5 Normal Malay,5,0
TL5531,8,Y5 Normal Tamil,5,0
