Module Code,MC,Module Name,Year,Semester
BL1131,4,Y1 Bio,1,0
CM1131,4,Y1 Chem,1,0
PC1131,4,Y1 Physics,1,0
EL1131,8,Y1 English,1,0
CH1531,6,Y1 Higher Chinese,1,0
CL1531,6,Y1 Normal Chinese,1,0
MH1531,6,Y1 Higher Malay,1,0
ML1531,6,Y1 Normal Malay,1,0
TH1531,6,Y1 Higher Tamil,1,0
TL1531,6,Y1 Normal Tamil,1,0
HU1131,4,Y1 Integrated Humanities,1,0
