Module Code,MC,Module Name,Year,Semester
MA5132,5,Y5S2 Math,5,2
CS5132,4,Data Structures and Algo,5,2
BL5232,2,Y5S2 BO,5,2
CM5132,4,Y5S2 Chem,5,2
CM5232,2,Y5S2 Chem O,5,2
PC5132,4,Y5S2 Physics,5,2
PC5232,2,Y5S2 PO,5,2
EN5132,4,Y5S2 Lit,5,2
CL5232,2,Basic Translation Skills,5,2
EC5132,4,Y5S2 Econs,5,2
GE5132,4,Y5S2 Geography,5,2
HY5132,4,Y5S2 History,5,2
MU5132,4,Y5S2 Music,5,2
AR5132,4,Y5S2 Art,5,2
